state,city,population,lat,lng,median_income,poverty_rate,percent_completed_hs,share_white,share_black,share_native_american,share_asian,share_hispanic
PA,Union Township,4178.0,,,,,,,,,,
PA,Upper Darby,82930.0,,,,,,,,,,
PA,Volant,157.0,41.1131,-80.259,38750.0,14.0,96.3,99.4,0.0,0.0,0.0,1.2
PA,Washington,13566.0,40.1739,-80.2465,53821.0,12.8,87.2,88.1,8.1,0.1,0.55,1.6
PA,West Chester,20060.0,39.9601,-75.6058,47042.0,26.2,91.3,78.7,12.1,0.2,1.4,13.4
PA,Wilkinsburg,15554.0,40.4442,-79.8733,32324.0,24.1,90.8,28.3,66.6,0.4,1.0,1.8
PA,York,234245.0,39.9651,-76.7315,42500.0,34.7,76.5,70.1,2.0,1.1,0.4,28.5
PA,York County,4178.0,,,,,,,,,,
RI,Pawtucket,72001.0,41.8744,-71.3743,41789.0,20.6,78.4,66.5,13.4,0.6,1.5,19.7
RI,Providence,1206642.0,41.823,-71.4187,37501.0,29.1,74.2,49.8,16.0,1.4,6.4,38.1
RI,Tiverton,15662.0,,,69054.0,6.8,89.4,95.7,1.2,0.1,1.0,1.7
SC,Aiken,30721.0,33.5304,-81.727,55502.0,16.2,89.5,66.8,28.5,0.4,1.9,2.6
SC,Anderson,77426.0,34.5212,-82.6478,30526.0,25.3,79.7,61.4,33.6,0.3,1.0,4.1
SC,Andrews,3923.0,33.4494,-79.5659,31173.0,37.5,81.9,31.6,64.9,0.5,0.8,3.6
SC,Belton,5753.0,34.5237,-82.4937,31778.0,18.1,78.4,80.7,16.6,0.2,0.3,1.9
SC,Blacksburg,1893.0,35.1221,-81.5182,25083.0,40.6,75.9,74.5,21.4,0.4,0.5,1.0
SC,Boiling Springs,9152.0,35.045,-81.9779,64821.0,6.8,90.6,81.9,10.4,0.3,3.7,4.3
SC,Camp Croft,4178.0,,,,,,,,,,
SC,Campobello,569.0,35.1225,-82.1495,36458.0,23.8,82.2,86.7,9.4,0.0,2.2,1.6
SC,Cayce,14086.0,33.9458,-81.0433,43452.0,23.3,89.5,68.0,25.1,0.4,1.9,4.3
SC,Charleston,616085.0,32.8151,-79.963,55546.0,17.8,93.6,70.2,25.4,0.2,1.6,2.9
SC,Chester,9039.0,34.705,-81.2132,21003.0,41.7,77.5,31.9,65.5,0.3,0.2,1.2
SC,Chesterfield County,4178.0,,,,,,,,,,
SC,Columbia,566166.0,34.0376,-80.9037,41260.0,24.2,87.2,51.7,42.2,0.3,2.2,4.3
SC,Dalzell,3415.0,34.0189,-80.4299,49281.0,22.6,85.5,55.0,39.3,0.5,1.3,2.8
SC,Darlington County,4178.0,,,,,,,,,,
SC,Easley,21053.0,34.819,-82.5828,41336.0,13.6,84.8,83.1,11.4,0.2,0.8,5.6
SC,Edmund,4178.0,,,,,,,,,,
SC,Enoree,802.0,34.6593,-81.9609,45938.0,10.4,76.7,78.9,13.8,0.2,1.2,5.6
SC,Florence,91311.0,34.1782,-79.7872,42853.0,18.4,88.8,50.0,46.0,0.3,1.8,1.5
SC,Fountain Inn,8688.0,34.6995,-82.1999,47816.0,13.0,90.8,63.7,31.2,0.3,0.3,6.0
SC,Goose Creek,42619.0,32.9922,-80.0052,61122.0,11.2,92.9,71.2,18.3,0.5,3.7,6.1
SC,Greenville,467894.0,34.8362,-82.3649,41924.0,19.3,87.7,64.0,30.0,0.3,1.4,5.9
SC,Greenville County,4178.0,,,,,,,,,,
SC,Greenwood,42174.0,34.1945,-82.1542,24593.0,34.9,72.1,44.6,44.7,0.4,1.0,11.0
SC,Hardeeville,5977.0,32.295,-81.0318,41440.0,24.2,84.6,43.7,34.7,0.8,2.0,28.4
SC,Hartsville,14856.0,34.3679,-80.0829,24768.0,33.9,83.9,51.0,46.3,0.2,0.8,1.5
SC,Horry County,4178.0,,,,,,,,,,
SC,Huger,4178.0,,,,,,,,,,
SC,Inman,2320.0,35.0468,-82.0914,30667.0,26.700000000000003,77.65,78.9,16.05,0.2,2.0,2.55
SC,Irmo,12250.0,34.1016,-81.1953,55168.0,16.4,92.6,64.6,29.9,0.4,1.6,3.3
SC,Iva,1292.0,34.307,-82.6636,23641.0,26.9,66.4,91.3,6.4,0.7,0.8,0.2
SC,James Island,12083.0,32.7353,-79.9396,64313.0,8.2,93.6,,,,,
SC,Johns Island,4178.0,,,,,,,,,,
SC,Johnsonville,1492.0,33.8149,-79.4444,45741.0,20.5,79.7,74.1,21.8,0.2,1.6,2.6
SC,Ladson,16511.0,33.0093,-80.1078,55063.0,9.7,84.4,61.5,26.3,0.8,2.2,11.3
SC,Lake City,8489.0,33.8676,-79.7533,30992.0,29.7,72.1,19.4,77.5,0.3,0.3,3.0
SC,Lake View,762.0,34.3406,-79.1663,28375.0,22.4,82.4,65.2,33.0,0.5,0.1,1.5
SC,Lancaster,25247.0,34.7247,-80.7802,29974.0,30.1,80.5,43.0,51.3,0.2,0.9,5.7
SC,Landrum,4565.0,35.1746,-82.1849,35823.0,20.1,84.0,81.5,13.0,0.3,0.9,4.3
SC,Latta,1306.0,34.339,-79.4337,28421.0,31.1,78.8,59.2,38.4,0.4,0.1,1.2
SC,Lexington,21265.0,33.9891,-81.2195,60376.0,11.7,93.7,80.8,12.7,0.3,3.7,3.5
SC,Lexington County,4178.0,,,,,,,,,,
SC,Little Mountain,302.0,34.1969,-81.4126,69063.0,2.7,94.4,81.8,16.5,0.7,0.3,0.0
SC,Moncks Corner,10933.0,33.1714,-80.0122,48325.0,14.2,84.7,57.7,36.0,0.5,0.5,5.1
SC,Myrtle Beach,260487.0,33.7096,-78.8842,36514.0,23.7,85.7,72.3,13.9,0.7,1.5,13.7
SC,North Charleston,110861.0,32.9067,-80.0722,39543.0,22.7,81.8,41.6,47.2,0.5,1.9,10.9
SC,Orangeburg,31085.0,33.4928,-80.8671,30552.0,30.4,85.0,21.3,75.0,0.2,1.7,1.9
SC,Pelion,699.0,33.7749,-81.2502,61250.0,15.5,91.6,93.2,1.5,0.0,0.7,5.6
SC,Pelzer,1373.0,34.6433,-82.4588,38750.0,29.3,94.7,94.4,2.2,1.1,0.0,4.5
SC,Pendleton,3197.0,34.6453,-82.7822,24296.0,32.3,79.1,72.3,23.3,0.3,1.2,1.6
SC,Piedmont,6155.0,34.7074,-82.4651,37246.0,19.6,82.4,89.1,7.8,0.3,0.2,2.5
SC,Seneca,26818.0,34.6816,-82.9609,35609.0,23.3,84.3,65.3,29.0,0.3,0.9,4.5
SC,Simpsonville,22072.0,34.7291,-82.2572,56691.0,7.3,91.3,75.7,16.4,0.3,1.3,8.9
SC,Spartanburg,183184.0,34.9437,-81.9256,35126.0,27.2,82.3,45.6,49.3,0.2,1.8,3.4
SC,Summerville,50388.0,33.0016,-80.1795,55476.0,13.0,92.9,72.1,21.4,0.4,1.5,5.0
SC,Sumter,72131.0,33.9392,-80.393,38808.0,18.6,84.0,45.3,49.1,0.3,1.6,3.6
SC,Sun City,4178.0,,,,,,,,,,
SC,Surfside Beach,4422.0,33.6092,-78.9772,47153.0,13.5,91.7,96.1,0.9,0.4,0.6,2.0
SC,Swansea,928.0,33.7396,-81.1053,30500.0,22.3,87.1,40.3,54.1,1.7,0.1,1.9
SC,Taylors,22919.0,34.9157,-82.3124,49283.0,16.3,88.1,76.9,14.9,0.2,2.5,8.3
SC,Union County,4178.0,,,,,,,,,,
SC,Walterboro,9013.0,32.901,-80.676,22500.0,27.8,84.5,45.2,50.5,0.3,1.0,2.9
SC,York,8351.0,34.9967,-81.234,38814.0,25.9,76.5,54.4,38.4,0.8,0.6,7.3
SD,Box Elder,9600.0,44.1129,-103.0806,48652.0,11.5,92.0,79.5,5.1,4.4,2.2,7.9
SD,Kyle,791.0,43.4245,-102.1802,20625.0,57.5,67.9,2.6,0.1,95.6,0.4,3.2
SD,Lead,3574.0,44.3527,-103.767,41912.0,10.3,91.8,94.6,0.3,2.0,0.4,2.9
SD,Mitchell,15297.0,43.7296,-98.0337,47936.0,13.9,90.1,93.6,0.5,3.0,0.5,1.7
SD,New Underwood,665.0,44.0978,-102.8362,48333.0,13.5,94.2,89.5,0.0,6.4,0.2,2.7
SD,Parmelee,809.0,43.3241,-101.041,24861.0,42.6,68.8,1.1,0.0,98.4,0.0,0.9
SD,Rapid City,88979.0,44.0716,-103.2205,46966.0,15.2,91.7,80.4,1.1,12.4,1.2,4.1
SD,Rapid Valley,9034.0,44.0674,-103.1225,58814.0,4.3,96.2,90.0,0.7,4.2,0.9,3.2
SD,Rosebud,1528.0,43.2399,-100.8229,31172.0,43.7,75.0,3.4,0.2,95.0,0.1,4.9
SD,Sioux Falls,180204.0,43.5397,-96.7321,52494.0,12.1,90.9,86.8,4.2,2.7,1.8,4.4
SD,White Lake,372.0,43.7283,-98.7117,38750.0,12.6,88.4,94.9,1.1,0.3,2.7,1.6
TN,300 block of State Line Road,4178.0,,,,,,,,,,
TN,Alamo,2329.0,35.7831,-89.1167,35441.0,21.9,76.1,72.3,15.8,0.0,0.1,11.9
TN,Antioch,4178.0,,,,,,,,,,
TN,Arlington,11681.0,35.2594,-89.668,93000.0,3.4,94.1,81.2,13.8,0.2,1.8,3.0
TN,Bartlett,59102.0,35.2337,-89.8195,81158.0,5.7,94.2,78.7,16.1,0.3,2.5,2.7
TN,Blountville,2654.0,36.533,-82.329,36362.0,18.4,78.1,95.9,2.5,0.2,0.3,1.3
TN,Bluff City,1664.0,36.4586,-82.277,39896.0,25.0,85.8,96.9,1.1,0.2,0.3,0.9
TN,Bon Aqua,4178.0,,,24738.0,19.7,71.8,95.8,2.4,0.2,0.2,0.7
TN,Bradley County,4178.0,,,,,,,,,,
TN,Bristol,69865.0,36.5572,-82.2154,38551.0,16.3,83.5,93.3,3.4,0.3,0.7,1.9
TN,Bulls Gap,714.0,36.2616,-83.0788,37000.0,15.3,80.6,98.0,0.3,0.0,0.0,0.7
TN,Carthage,3220.0,36.2566,-85.943,31742.0,24.3,74.0,88.0,7.2,0.9,0.3,3.3
TN,Charleston,681.0,35.2863,-84.7611,39375.0,24.6,78.8,77.3,19.8,0.2,0.3,4.1
TN,Chattanooga,407182.0,35.0657,-85.2487,40177.0,22.6,85.2,58.0,34.9,0.4,2.0,5.5
TN,Cheatham County,4178.0,,,,,,,,,,
TN,Church Hill,6674.0,36.5204,-82.7151,43902.0,14.2,87.0,96.6,1.4,0.2,0.6,1.4
TN,Claiborne County,4178.0,,,,,,,,,,
TN,Clarkrange,821.0,36.1857,-85.0096,43459.0,10.0,85.4,99.7,0.0,0.0,0.0,1.2
TN,Clarksville,182849.0,36.5696,-87.3428,46947.0,17.4,92.2,65.6,23.2,0.6,2.3,9.3
TN,Clinton,10103.0,36.0981,-84.1283,40729.0,13.4,87.3,94.9,2.0,0.3,0.5,1.7
TN,Cocke County,4178.0,,,,,,,,,,
TN,Collierville,50286.0,35.0471,-89.6988,110084.0,4.0,96.5,79.7,10.9,0.2,7.1,2.6
TN,Columbia,38577.0,35.6236,-87.0487,36426.0,23.2,85.1,72.1,20.8,0.3,0.8,7.0
TN,Cosby,4178.0,,,,,,,,,,
TN,Counce,4178.0,,,,,,,,,,
TN,Cumberland County,4178.0,,,,,,,,,,
TN,DeKalb County,4178.0,,,,,,,,,,
TN,Decatur County,4178.0,,,,,,,,,,
TN,Dickson,17085.0,36.064,-87.3668,37045.0,19.4,84.0,84.1,8.8,0.4,0.8,6.0
TN,Dyersburg,21043.0,36.0465,-89.3777,34948.0,23.5,83.0,69.5,25.9,0.2,0.8,3.0
TN,East Ridge,21118.0,34.9973,-85.2285,38909.0,13.3,85.3,83.4,9.9,0.5,1.8,5.0
TN,Elizabethon,4178.0,,,,,,,,,,
TN,Elizabethton,13743.0,36.3367,-82.2369,30217.0,23.7,81.9,94.0,3.1,0.1,0.6,2.0
TN,Estill Springs,2011.0,35.2753,-86.1395,46938.0,11.0,85.9,94.9,1.9,0.2,0.7,0.9
TN,Etowah,4096.0,35.3381,-84.5282,27162.0,27.9,83.3,93.5,2.3,0.3,0.5,1.9
TN,Fairview,7233.0,35.9815,-87.1293,59406.0,6.6,87.0,95.8,1.1,0.4,0.6,2.8
TN,Franklin,78321.0,35.9216,-86.8525,85671.0,6.9,94.5,84.4,6.7,0.2,3.8,7.6
TN,Franklin County,4178.0,,,,,,,,,,
TN,Gallatin,37351.0,36.3782,-86.4696,47957.0,12.8,85.1,77.7,14.7,0.3,0.8,8.0
TN,Germantown,39141.0,35.0829,-89.7825,109464.0,4.6,97.6,89.5,3.6,0.2,5.2,1.9
TN,Gibson County,4178.0,,,,,,,,,,
TN,Gray,1973.0,36.4219,-82.4767,51542.0,9.4,90.8,96.4,0.7,0.2,0.2,2.0
TN,Greenback,1138.0,35.6488,-84.1724,43750.0,12.0,82.2,97.3,0.4,0.2,0.4,2.6
TN,Greeneville,23678.0,36.168,-82.8198,31449.0,23.6,81.3,89.1,5.6,0.2,0.8,4.4
TN,Greenville,4178.0,,,,,,,,,,
TN,Hamilton County,4178.0,,,,,,,,,,
TN,Hendersonville,57517.0,36.3063,-86.5998,61786.0,6.6,93.8,88.6,6.3,0.3,1.6,3.6
TN,Hixson,4178.0,,,,,,,,,,
TN,Hohenwald,3551.0,35.5514,-87.554,36050.0,29.5,80.9,93.8,3.2,0.1,0.8,2.0
TN,Humboldt,8448.0,35.8255,-88.9043,31684.0,22.9,81.1,49.0,47.9,0.1,0.2,3.1
TN,Jackson,73685.0,35.6536,-88.8353,38153.0,24.0,87.5,49.2,45.7,0.2,1.2,4.0
TN,Johnson City,126589.0,36.3406,-82.3803,39566.0,23.1,89.3,86.9,6.6,0.3,2.0,4.2
TN,Jonesborough,5397.0,36.2959,-82.4766,50378.0,13.1,85.1,92.7,4.4,0.1,0.6,1.8
TN,Kingsport,118001.0,36.5224,-82.5452,37465.0,20.1,87.6,91.9,4.1,0.3,1.0,2.1
TN,Knoxville,585249.0,35.9692,-83.9496,34226.0,25.7,87.8,76.1,17.1,0.4,1.6,4.6
TN,LaFollette,4178.0,,,,,,,,,,
TN,Lakeland,12618.0,35.2585,-89.7308,96964.0,4.4,94.9,83.3,9.4,0.2,4.4,3.4
TN,Lawrenceburg,10433.0,35.2497,-87.3325,29443.0,20.1,76.1,90.9,4.5,0.5,0.5,3.1
TN,Lenoir City,9199.0,35.811,-84.2817,35163.0,27.8,73.0,87.3,1.6,0.5,0.6,17.5
TN,Lewisburg,11177.0,35.4493,-86.7896,34201.0,22.0,75.9,78.3,13.7,0.2,0.7,7.8
TN,Livingston,3455.0,36.3875,-85.3265,29978.0,30.2,74.1,96.9,0.9,0.2,0.2,1.6
TN,McLemoresville,333.0,35.9863,-88.5801,41250.0,26.8,85.3,88.9,9.4,0.0,0.3,0.0
TN,McMinnville,15449.0,35.6863,-85.7812,28971.0,29.4,75.6,84.7,4.3,0.4,0.9,12.0
TN,Memphis,1068873.0,35.1046,-89.9773,36445.0,27.6,83.7,29.4,63.3,0.2,1.6,6.5
TN,Monteagle,1177.0,35.2367,-85.8512,39567.0,27.0,83.9,94.5,2.3,0.4,1.4,0.3
TN,Morristown,60316.0,36.2047,-83.3005,30846.0,28.9,77.0,77.2,6.7,0.5,0.9,19.7
TN,Mt. Pleasant,4178.0,,,,,,,,,,
TN,Mufreesboro,4178.0,,,,,,,,,,
TN,Nashville,1076645.0,36.1715,-86.7843,,,,,,,,
TN,Newport,11343.0,35.9617,-83.1977,21288.0,40.7,78.4,91.6,4.7,0.6,0.2,2.2
TN,Oak Ridge,29096.0,35.9638,-84.2938,49100.0,16.9,91.9,83.9,8.1,0.4,2.5,4.6
TN,Oneida,4242.0,36.5172,-84.5104,29786.0,29.9,84.3,97.7,0.0,0.1,0.2,0.9
TN,Ooltewah,512.0,35.0722,-85.0547,31513.0,26.6,90.8,90.1,3.2,0.0,1.3,8.9
TN,Pigeon Forge,6238.0,35.7977,-83.5623,32125.0,15.9,78.2,80.6,1.1,0.7,2.1,18.2
TN,Raleigh,4178.0,,,,,,,,,,
TN,Reagan,4178.0,,,,,,,,,,
TN,Rockwood,5434.0,35.8693,-84.673,27539.0,30.7,75.1,90.5,4.6,0.8,0.3,1.9
TN,Sale Creek,2596.0,35.3895,-85.0875,49750.0,15.3,89.1,97.1,0.6,0.3,0.3,1.0
TN,Sevierville,24958.0,35.8873,-83.5678,34833.0,25.3,82.9,88.9,1.5,0.6,1.3,10.3
TN,Shelbyville,21182.0,35.4987,-86.4516,30744.0,26.9,73.3,68.3,14.1,0.5,0.7,20.3
TN,Smith County,4178.0,,,,,,,,,,
TN,Smyrna,49969.0,35.9722,-86.5253,53764.0,13.8,88.7,75.0,11.2,0.6,4.4,10.7
TN,Soddy Daisy,4178.0,,,,,,,,,,
TN,Soddy-Daisy,13693.0,35.2571,-85.174,42861.0,10.7,84.2,96.9,0.7,0.4,0.3,1.6
TN,Somerville,3200.0,35.2352,-89.3868,29667.0,33.3,79.8,53.1,44.3,0.2,0.5,2.0
TN,South Knoxville,4178.0,,,,,,,,,,
TN,Sparta,5464.0,35.9347,-85.4726,27320.0,24.3,79.2,91.0,5.6,0.4,0.5,1.8
TN,Spring Hill,42563.0,35.7438,-86.9116,78588.0,3.6,97.4,89.1,5.4,0.2,1.6,5.6
TN,Tullahoma,17781.0,35.3721,-86.2173,35798.0,19.5,87.3,88.1,7.0,0.2,1.2,3.1
TN,Walter Hill,4178.0,,,,,,,,,,
TN,West Knox,4178.0,,,,,,,,,,
TN,Whitehaven,4178.0,,,,,,,,,,
TN,Winchester,11642.0,35.1898,-86.1075,39500.0,19.9,82.2,83.3,11.2,0.4,1.3,3.5
TX,Abilene,114964.0,32.4543,-99.7384,43189.0,19.1,83.5,75.5,9.6,0.7,1.7,24.5
TX,Addison,15458.0,32.9586,-96.8356,67695.0,10.0,94.0,67.7,11.8,0.4,7.4,25.2
TX,Allen,100685.0,33.1088,-96.6735,103051.0,5.5,95.6,72.0,8.4,0.5,12.9,11.2
TX,Alvin,26474.0,29.387,-95.2936,46261.0,16.6,83.0,79.4,3.1,0.6,0.9,36.2
TX,Amarillo,206072.0,35.1989,-101.831,47735.0,17.0,83.4,77.0,6.6,0.8,3.2,28.8
TX,Arlington,396394.0,32.6998,-97.1251,53326.0,17.5,84.7,59.0,18.8,0.7,6.8,27.4
TX,Austin,1638716.0,30.3006,-97.7517,57689.0,18.0,87.5,68.3,8.1,0.9,6.3,35.1
TX,Azle,12495.0,32.8955,-97.5379,55830.0,9.1,85.9,92.7,0.7,0.9,0.7,8.2
TX,Bacliff,10925.0,29.5077,-94.988,37182.0,30.1,73.4,74.3,3.5,0.8,2.8,37.1
TX,Balch Springs,25357.0,32.7194,-96.6151,40230.0,25.0,64.0,50.7,24.3,1.4,0.9,45.8
TX,Baytown,76804.0,29.7586,-94.9669,48103.0,19.6,75.5,62.9,15.5,0.6,1.5,43.4
TX,Beaumont,148954.0,30.085,-94.1451,40992.0,21.8,84.9,39.8,47.3,0.6,3.3,13.4
TX,Beckville,826.0,32.2436,-94.4561,37917.0,26.3,77.1,64.5,23.8,0.5,0.1,13.8
TX,Bedford,49486.0,32.8464,-97.135,61961.0,6.8,94.8,81.1,7.0,0.6,4.4,12.5
TX,Bellville,4137.0,29.9472,-96.2597,50577.0,6.7,87.6,78.4,10.2,1.2,0.6,21.2
TX,Bexar County,4178.0,,,,,,,,,,
TX,Boerne,16050.0,29.7844,-98.7289,57047.0,9.7,89.8,90.3,0.6,0.4,0.8,22.7
TX,Bracketville,4178.0,,,,,,,,,,
TX,Brookshire,5022.0,29.7826,-95.9545,31523.0,21.5,62.1,40.6,35.6,0.8,0.4,47.3
TX,Brownsville,227883.0,25.998,-97.4565,32894.0,33.7,64.1,88.0,0.4,0.4,0.7,93.2
TX,Burnet,5762.0,30.7496,-98.2382,43149.0,31.6,81.2,86.9,5.4,1.0,0.7,20.1
TX,Camp Wood,726.0,29.669,-100.0108,28403.0,37.9,65.5,89.9,0.7,1.6,0.0,36.1
TX,Campbellton,4178.0,,,,,,,,,,
TX,Canutillo,5075.0,31.9185,-106.6006,31971.0,31.4,65.0,94.7,1.1,0.2,0.4,90.8
TX,Carrollton,135710.0,32.989,-96.8999,69368.0,9.5,85.3,63.6,8.4,0.6,13.4,30.0
TX,Cedar Hill,48710.0,32.5809,-96.9592,67669.0,11.8,91.7,35.4,51.9,0.5,2.0,18.7
TX,Cedar Lake,4178.0,,,,,,,,,,
TX,Channelview,40983.0,29.7914,-95.1145,51745.0,21.2,68.4,55.9,15.3,0.8,1.6,60.3
TX,Chapeno,24.0,26.5507,-99.1339,,31.7,33.3,100.0,0.0,0.0,0.0,97.9
TX,Childress,4684.0,34.4293,-100.2516,33934.0,23.2,87.6,80.0,11.4,0.5,0.8,29.8
TX,Cinco Ranch,18200.0,29.7395,-95.7606,135507.0,1.5,98.2,78.4,3.6,0.4,13.0,12.9
TX,Cisco,3568.0,32.3848,-98.9805,31009.0,27.3,80.7,90.0,3.4,1.2,0.5,13.2
TX,Clarksville,3032.0,33.611,-95.0562,35464.0,18.6,81.5,65.4,25.95,0.8,0.2,9.1
TX,Cloverleaf,24023.0,29.7882,-95.1724,40622.0,28.2,60.0,61.2,10.5,0.9,1.2,68.2
TX,Clute,11634.0,29.0257,-95.3975,45307.0,19.3,73.7,69.2,10.5,0.9,0.7,53.6
TX,Cochran County,4178.0,,,,,,,,,,
TX,Conroe,84378.0,30.3224,-95.482,47680.0,19.3,75.0,69.7,10.3,1.2,1.8,38.5
TX,Corpus Christi,341435.0,27.7261,-97.3755,50658.0,17.5,81.4,80.9,4.3,0.6,1.8,59.7
TX,Crowell,866.0,33.9839,-99.7241,26583.0,15.1,76.4,89.9,4.5,0.2,0.4,14.3
TX,Dalhart,8121.0,36.0579,-102.5123,46214.0,14.2,79.0,84.0,1.2,0.9,0.7,34.0
TX,Dallas,5733259.0,32.7936,-96.7662,43781.0,24.0,74.5,50.7,25.0,0.7,2.9,42.4
TX,DeSoto,53568.0,32.5992,-96.8633,59260.0,11.3,90.5,23.2,68.6,0.4,0.9,12.1
TX,Del Rio,44424.0,29.3708,-100.88,41001.0,21.4,66.2,84.6,1.5,0.5,0.5,84.1
TX,Denton,440146.0,33.2176,-97.1419,49100.0,20.6,88.8,73.8,10.3,0.8,4.1,21.2
TX,Denton County,4178.0,,,,,,,,,,
TX,Dilley,4407.0,28.6675,-99.1765,37014.0,31.8,66.1,68.1,11.4,0.6,1.1,73.3
TX,Dumas,14931.0,35.8613,-101.9642,49798.0,21.6,67.6,74.9,2.0,0.9,4.7,50.5
TX,Edinburg,90280.0,26.3197,-98.1596,43346.0,27.7,77.7,85.3,1.6,0.4,2.2,88.2
TX,El Paso,845674.0,31.8479,-106.4309,42772.0,20.9,78.0,80.8,3.4,0.7,1.2,80.7
TX,Ellis County,4178.0,,,,,,,,,,
TX,Elmendorf,1945.0,29.258,-98.3219,47174.0,15.2,75.9,79.8,1.1,1.3,0.3,64.7
TX,Euless,55174.0,32.8508,-97.0799,54974.0,12.2,90.3,66.0,10.7,0.6,10.3,19.0
TX,Fairfield,3242.0,31.7184,-96.1697,46964.0,10.0,87.0,65.6,22.9,0.4,0.9,14.5
TX,Farmers Branch,37088.0,32.9272,-96.8806,60973.0,12.0,82.8,73.4,4.8,0.7,4.4,45.4
TX,Floresville,7126.0,29.14,-98.163,51446.0,15.9,75.6,85.6,1.6,0.7,0.2,65.1
TX,Fort Stockton,9421.0,30.8926,-102.8847,49868.0,10.3,72.3,79.4,2.1,0.7,0.8,73.7
TX,Fort Worth,874168.0,32.7812,-97.3472,53214.0,18.8,80.8,61.1,18.9,0.6,3.7,34.1
TX,Freeport,12169.0,28.9454,-95.3602,32060.0,26.5,66.3,65.0,12.2,0.8,0.5,59.9
TX,Friendswood,39839.0,29.5112,-95.1979,91458.0,5.7,95.0,86.6,3.4,0.4,4.8,12.5
TX,Fritch,3744.0,35.6431,-101.5964,57880.0,8.6,93.6,95.7,0.2,1.0,0.1,5.6
TX,Fulshear,10044.0,29.693,-95.8792,175990.0,3.2,94.7,73.8,15.8,2.1,2.0,17.4
TX,Fuqua,4178.0,,,,,,,,,,
TX,Galveston,46561.0,29.2487,-94.891,39098.0,24.6,81.9,62.5,19.2,0.9,3.2,31.3
TX,Garland,238002.0,32.91,-96.6305,51970.0,17.2,76.3,57.5,14.5,0.8,9.4,37.8
TX,Georgetown,70685.0,30.6668,-97.6953,63041.0,8.0,92.5,86.2,3.7,0.6,1.0,21.8
TX,Giddings,5261.0,30.1833,-96.9279,43810.0,24.6,74.5,68.7,11.9,1.2,0.9,42.7
TX,Gilmer,5261.0,32.7317,-94.946,46122.0,13.1,80.8,74.9,18.0,0.7,0.8,7.0
TX,Gladewater,6408.0,32.5426,-94.9465,37819.0,28.1,81.1,75.7,17.6,0.8,0.6,6.4
TX,Gonzales County,4178.0,,,,,,,,,,
TX,Grand Prairie,193837.0,32.687,-97.0209,56475.0,14.7,79.9,52.6,20.2,0.8,6.5,42.7
TX,Grand Prarie,4178.0,,,,,,,,,,
TX,Greenspoint,4178.0,,,,,,,,,,
TX,Groveton,1034.0,31.0572,-95.1269,30684.0,39.7,73.0,78.2,13.0,0.6,0.1,13.7
TX,Guadalupe County,4178.0,,,,,,,,,,
TX,Harker Heights,31075.0,31.0572,-97.6445,64494.0,17.1,91.7,62.9,20.0,1.0,3.9,18.4
TX,Harmony,4178.0,,,,,,,,,,
TX,Harris County,4178.0,,,,,,,,,,
TX,Henderson County,4178.0,,,,,,,,,,
TX,Hereford,15440.0,34.8232,-102.4001,41250.0,24.1,70.4,77.1,1.4,1.0,0.3,71.7
TX,Hopkins County,4178.0,,,,,,,,,,
TX,Houston,5446468.0,29.7869,-95.3905,46187.0,22.5,76.7,50.5,23.7,0.7,6.0,43.8
TX,Humble,15997.0,29.9921,-95.2655,38682.0,18.9,78.5,54.0,21.6,0.8,2.7,41.2
TX,Huntsville,39542.0,30.705,-95.5545,30799.0,36.6,81.7,62.7,25.4,0.4,1.4,18.7
TX,Hurst,39051.0,32.8353,-97.1808,53788.0,12.8,85.5,80.9,5.6,0.7,2.3,20.1
TX,Hutchins,5627.0,32.6421,-96.7093,36403.0,25.7,72.2,44.5,39.4,0.8,0.3,35.3
TX,Irving,240373.0,32.8584,-96.9702,52154.0,15.1,79.7,53.1,12.3,0.9,14.0,41.1
TX,Jourdanton,4336.0,28.9138,-98.5411,54375.0,10.7,75.8,87.1,0.5,0.7,0.3,54.8
TX,Katy,18282.0,29.7905,-95.8353,70526.0,8.4,84.1,80.1,5.3,0.6,1.5,29.0
TX,Kerrville,30148.0,30.0398,-99.1319,39206.0,15.6,85.7,86.3,3.1,0.6,0.9,27.4
TX,Killeen,247489.0,31.0755,-97.7297,47763.0,15.2,91.6,45.1,34.1,0.8,4.0,22.9
TX,Kingsbury,683.0,29.6541,-97.8,43559.0,18.8,80.2,89.0,1.3,0.4,1.0,18.2
TX,Kingwood,4178.0,,,,,,,,,,
TX,Knox County,4178.0,,,,,,,,,,
TX,Kountze,2113.0,30.3724,-94.3161,42434.0,19.4,77.6,72.4,23.1,0.2,0.8,5.0
TX,La Marque,16766.0,29.369,-94.9957,43692.0,19.6,83.3,52.5,36.7,0.8,0.7,22.5
TX,La Porte,35371.0,29.669,-95.0483,68341.0,10.8,87.9,80.1,6.2,0.6,1.2,29.4
TX,Lake Jackson,76565.0,29.0516,-95.4521,73399.0,8.3,92.9,84.4,5.1,0.5,3.1,20.5
TX,Lancaster,39386.0,32.5922,-96.7737,49240.0,17.0,86.1,20.4,68.7,0.4,0.3,17.0
TX,Lantana,9503.0,33.092,-97.1216,135347.0,1.1,97.3,85.3,4.5,0.3,4.9,9.5
TX,Laredo,260244.0,27.5617,-99.4874,39711.0,65.4,33.15,93.85,0.25,0.2,0.3,97.8
