state,city,population,lat,lng,median_income,poverty_rate,percent_completed_hs,share_white,share_black,share_native_american,share_asian,share_hispanic
AK,Anchor Point,2057.0,59.7703,-151.7052,51591.0,10.1,93.8,90.2,0.3,3.8,0.9,2.2
AK,Anchorage,253421.0,61.1508,-149.1091,78326.0,8.2,93.0,66.0,5.6,7.9,8.1,7.6
AK,Barrow,4178.0,,,76902.0,11.7,84.6,16.9,1.0,61.2,9.1,3.1
AK,Big Lake,3136.0,61.526,-149.9721,70988.0,9.6,90.4,86.1,0.2,7.0,0.5,3.1
AK,Copper Center,397.0,61.9845,-145.3544,39063.0,18.8,84.8,45.7,0.0,48.5,0.3,3.0
AK,Fairbanks,64732.0,64.8353,-147.6534,55229.0,13.1,91.2,66.1,9.0,10.0,3.6,9.0
AK,Houston,2347.0,61.6159,-149.8003,50438.0,14.8,90.2,82.2,0.4,6.7,0.6,3.3
AK,Juneau,25180.0,58.4546,-134.1739,85746.0,6.6,94.8,69.7,0.9,11.8,6.1,5.1
AK,Kasilof,483.0,60.331,-151.2293,65893.0,5.7,100.0,87.8,0.2,4.2,0.5,2.4
AK,Kenai Peninsula,4178.0,,,,,,,,,,
AK,Nikolaevsk,279.0,59.8295,-151.5964,23125.0,21.8,84.8,92.5,0.0,3.5,0.3,4.4
AK,North Pole,2101.0,64.753,-147.36,70536.0,7.5,92.1,79.6,5.4,3.4,4.0,6.1
AK,Palmer,7209.0,61.5971,-149.1147,61797.0,11.5,91.3,79.1,1.8,9.2,1.1,4.6
AK,Pilot Station,620.0,61.9422,-162.8828,33125.0,39.3,72.6,1.8,0.0,98.1,0.0,0.0
AK,Seward,2831.0,60.1124,-149.3925,53750.0,8.4,93.9,68.5,3.1,16.7,2.4,3.6
AK,Spenard,4178.0,,,,,,,,,,
AK,Wasilla,10151.0,61.577,-149.4661,61541.0,11.7,91.8,83.4,1.4,5.2,2.1,4.3
AL,Abbeville,2567.0,31.5664,-85.2528,25615.0,29.1,69.1,54.4,41.4,0.1,1.0,3.1
AL,Albertville,37220.0,34.2634,-86.2107,32911.0,26.7,72.7,75.9,1.9,0.8,0.5,27.9
AL,Anniston,75169.0,33.6713,-85.8136,29681.0,31.7,79.8,44.7,51.5,0.3,0.8,2.7
AL,Arab,8244.0,34.3309,-86.4991,40292.0,16.7,87.6,96.6,0.1,0.6,0.7,1.7
AL,Ariton,739.0,31.5978,-85.7131,24286.0,37.6,71.3,78.3,19.2,0.0,0.1,6.0
AL,Ashville,2291.0,33.8331,-86.2698,40547.0,28.3,77.6,75.8,20.3,0.2,0.3,3.8
AL,Atmore,6368.0,31.0927,-87.4763,26775.0,24.7,73.7,40.0,55.6,1.8,0.3,1.8
AL,Baldwin County,4178.0,,,,,,,,,,
AL,Barnwell,4178.0,,,,,,,,,,
AL,Bay Minette,8532.0,30.893,-87.7912,31576.0,26.3,79.1,60.4,35.3,1.0,0.8,1.8
AL,Birmingham,744189.0,33.5277,-86.7987,31061.0,30.9,85.1,22.3,73.4,0.2,1.0,3.6
AL,Brooksville,4178.0,,,,,,,,,,
AL,Chunchula,158.0,30.9237,-88.2072,,0.0,91.2,45.7,51.9,0.0,0.0,0.5
AL,Citronelle,3900.0,31.0952,-88.2467,48125.0,16.9,82.5,70.7,20.2,4.9,0.5,2.6
AL,Clanton,5876.0,32.8439,-86.623,39823.0,16.9,76.8,74.9,19.1,0.3,0.6,6.0
AL,Clay,9599.0,33.698,-86.6066,68717.0,6.6,92.2,84.1,13.3,0.3,0.6,1.3
AL,Coden,4178.0,,,,,,,,,,
AL,Crenshaw County,4178.0,,,,,,,,,,
AL,Dadeville,3106.0,32.8326,-85.7675,29368.0,28.8,73.7,50.2,47.5,0.3,0.6,0.9
AL,Daphne,69065.0,30.6286,-87.8866,60737.0,11.2,95.8,84.1,11.8,0.4,1.5,2.9
AL,Deer Park,81.0,31.2198,-88.3226,,28.1,86.3,31.9,66.5,0.0,0.0,1.6
AL,Demopolis,5907.0,32.498,-87.8298,27656.0,31.0,89.1,47.3,50.1,0.1,0.5,2.4
AL,Eastaboga,4178.0,,,,,,,,,,
AL,Eclectic,1020.0,32.6387,-86.0386,41304.0,13.4,84.2,86.4,11.0,0.4,0.0,1.3
AL,Elkmont,473.0,34.9291,-86.9767,39583.0,11.2,78.2,85.9,12.7,1.2,0.0,0.0
AL,Eufaula,8727.0,31.9102,-85.1505,32845.0,25.3,81.5,51.0,44.6,0.5,0.6,4.3
AL,Fairhope,20935.0,30.522,-87.8816,61489.0,11.2,95.4,91.1,6.2,0.2,0.7,2.8
AL,Florence,78112.0,34.8303,-87.6654,35731.0,24.6,84.4,75.0,19.4,0.4,1.4,3.6
AL,Gadsden,61656.0,34.009,-86.0156,29136.0,29.4,78.3,57.3,36.3,0.4,0.6,5.4
AL,Gordo,1644.0,33.322,-87.904,30781.0,26.3,80.4,58.9,37.8,0.2,0.2,1.5
AL,Hamilton,6646.0,34.1346,-87.9755,33053.0,18.5,82.7,89.3,7.7,0.4,0.2,3.1
AL,Hanceville,3352.0,34.0634,-86.7652,29231.0,25.8,77.7,92.4,3.6,0.2,0.7,2.4
AL,Haynesville,4178.0,,,,,,,,,,
AL,Homewood,25476.0,33.4617,-86.8092,61626.0,12.7,93.5,74.6,17.3,0.2,2.2,7.3
AL,Hoover,84920.0,33.3754,-86.8065,77146.0,6.0,95.2,75.1,14.8,0.2,5.1,6.0
AL,Huntsville,309716.0,34.6988,-86.6412,48775.0,18.2,90.2,60.3,31.2,0.6,2.4,5.8
AL,Jackson County,4178.0,,,,,,,,,,
AL,Jacksonville,12612.0,33.8088,-85.7544,38903.0,31.2,89.0,68.7,26.8,0.5,1.3,2.3
AL,Killeen,4178.0,,,,,,,,,,
AL,Lawrence County,4178.0,,,,,,,,,,
AL,Leeds,12031.0,33.5429,-86.5636,52689.0,15.4,87.2,78.7,14.3,0.4,0.6,6.6
AL,Luverne,2770.0,31.7186,-86.2687,29844.0,20.3,77.9,62.6,29.6,0.3,5.5,1.9
AL,Macon County,4178.0,,,,,,,,,,
AL,Madison,48861.0,34.7114,-86.7626,92960.0,6.7,95.7,74.0,14.6,0.5,7.0,4.3
AL,Meridianville,6731.0,34.8729,-86.5722,68368.0,15.4,86.6,76.3,18.5,0.7,1.7,2.7
AL,Millbrook,15318.0,32.5035,-86.3728,58330.0,11.6,91.3,74.2,21.6,0.4,0.8,2.8
AL,Mobile,318084.0,30.6782,-88.1163,38776.0,23.3,86.9,45.0,50.6,0.3,1.8,2.4
AL,Monroeville,4395.0,31.5162,-87.3279,30678.0,36.7,82.3,42.1,55.7,0.3,0.3,0.8
AL,Montgomery,255908.0,32.3473,-86.2666,42927.0,24.1,85.5,37.3,56.6,0.2,2.2,3.9
AL,Morris,1970.0,33.7467,-86.8036,70043.0,5.8,84.9,97.7,1.0,0.1,0.3,1.1
AL,Muscle Shoals,14022.0,34.7435,-87.6343,48896.0,10.7,88.7,80.6,15.3,0.3,0.9,2.7
AL,Ohatchee,1157.0,33.7877,-86.0278,51688.0,14.8,82.0,94.1,3.2,0.6,0.0,0.6
AL,Opelika,30240.0,32.6621,-85.3772,40489.0,23.0,83.7,50.6,43.5,0.3,1.7,4.4
AL,Opp,4668.0,31.2848,-86.257,34695.0,25.9,77.4,80.9,16.7,0.6,0.3,0.9
AL,Oxford,21180.0,33.5966,-85.869,51375.0,11.7,83.5,80.5,12.6,0.4,1.1,6.6
AL,Ozark,11678.0,31.4508,-85.6473,37813.0,23.1,82.5,64.8,30.2,0.7,0.9,3.2
AL,Pell City,11952.0,33.5609,-86.2668,41944.0,20.8,86.5,80.8,15.6,0.3,0.8,2.3
AL,Phenix City,36219.0,32.4588,-85.0251,36698.0,21.0,84.8,48.7,46.6,0.3,0.7,4.0
AL,Piedmont,3471.0,33.9267,-85.6157,28884.0,25.6,76.8,87.0,10.0,0.5,0.1,1.3
AL,Prichard,21732.0,30.7735,-88.1301,23785.0,36.3,78.5,12.5,85.8,0.4,0.1,0.8
AL,Rainbow City,9555.0,33.9337,-86.0922,49338.0,17.7,92.5,87.4,7.2,0.4,2.6,2.4
AL,Ranburne,404.0,33.5259,-85.339,50909.0,5.8,86.5,99.0,0.0,0.2,0.0,0.2
AL,Saraland,14576.0,30.8457,-88.099,52621.0,11.2,85.4,83.7,12.0,0.8,0.6,2.5
AL,Selma,21083.0,32.4166,-87.0336,22414.0,41.9,77.8,18.0,80.3,0.2,0.6,0.6
AL,Semmes,4934.0,30.7886,-88.2342,46596.0,19.2,77.3,,,,,
AL,Sylacauga,17307.0,33.1779,-86.2606,33407.0,29.8,82.5,66.6,30.2,0.4,0.5,2.3
AL,Talladega,13277.0,33.4329,-86.0976,40157.5,19.85,77.0,68.75,28.25,0.15,0.25,1.7
AL,Tuscaloosa,154204.0,33.2348,-87.5266,39351.0,25.1,87.3,53.8,41.5,0.2,1.8,3.0
AL,Tuscumbia,8398.0,34.7204,-87.7035,41176.0,15.3,86.2,75.9,21.2,0.4,0.3,1.4
AL,Vestavia Hills,34291.0,33.4518,-86.7438,84854.0,4.3,97.3,90.4,3.8,0.2,3.8,2.5
AL,Washington County,4178.0,,,,,,,,,,
AL,Westover,1682.0,33.3692,-86.5354,58906.0,13.4,85.2,93.6,2.5,0.9,0.5,2.3
AR,Alexander,3057.0,34.6185,-92.4512,37882.0,26.4,78.1,68.0,13.1,0.6,0.6,19.4
AR,Atkins,3038.0,35.2414,-92.9465,40122.0,8.8,79.6,95.6,0.9,0.8,0.1,2.3
AR,Austin,3282.0,35.0069,-91.9896,70652.0,7.7,95.9,94.2,2.0,0.3,0.4,4.3
AR,Batesville,12050.0,35.7687,-91.6226,38092.0,20.9,84.6,83.2,4.3,0.6,1.5,13.5
AR,Benton,35789.0,34.5771,-92.5715,51778.0,11.4,87.0,88.8,6.0,0.5,0.9,4.5
AR,Bentonville,49298.0,36.355,-94.2299,71941.0,7.7,92.4,81.4,2.5,1.2,8.3,8.7
AR,Blytheville,16388.0,35.9322,-89.9051,32958.0,27.0,83.0,39.8,56.2,0.3,0.8,3.0
AR,Bryant,20194.0,34.6152,-92.4912,60162.0,4.1,93.5,87.0,6.7,0.4,1.6,4.7
AR,Bull Shoals,1944.0,36.3747,-92.5902,35737.0,13.9,93.4,97.5,0.1,0.4,0.3,1.4
AR,Cabot,26141.0,34.9764,-92.0273,57790.0,11.4,92.4,93.1,1.6,0.6,1.5,4.1
AR,Clarksville,7664.0,35.4569,-93.4803,31452.0,24.9,78.1,75.5,3.0,0.8,0.9,25.7
AR,Desha,4178.0,,,,,,,,,,
AR,Dover,1407.0,35.391,-93.1143,33917.0,23.6,85.2,94.6,0.4,1.9,0.1,3.6
AR,England,2683.0,34.5459,-91.969,31577.0,29.9,82.3,64.1,33.6,0.2,0.1,1.9
AR,Farmington,6893.0,36.037,-94.2537,50609.0,11.4,92.3,90.2,1.2,1.1,1.2,5.9
AR,Fayetteville,341890.0,36.0713,-94.166,39432.0,24.0,91.7,83.8,6.0,1.1,3.1,6.4
AR,Formosa,4178.0,,,,,,,,,,
AR,Forrest City,12728.0,35.0102,-90.7874,31322.0,27.7,79.1,27.6,67.3,0.7,0.7,5.9
AR,Fort Smith,125562.0,35.3493,-94.3695,35096.0,26.9,80.2,69.3,9.0,1.8,5.3,16.5
AR,Hackett,825.0,35.1877,-94.4107,31696.0,26.9,80.5,92.0,0.1,3.4,0.6,0.6
AR,Helena,4178.0,,,22055.0,44.2,77.1,23.9,74.5,0.3,0.4,1.2
AR,Helena-West Helena,9864.0,34.5314,-90.6201,22055.0,44.2,77.1,23.9,74.5,0.3,0.4,1.2
AR,Jacksonville,28513.0,34.8807,-92.1302,41006.0,18.7,86.0,57.7,32.7,0.6,2.1,6.7
AR,Jonesboro,73788.0,35.8211,-90.6793,41688.0,23.7,89.1,74.7,18.4,0.4,1.5,5.2
AR,Little Rock,442699.0,34.7255,-92.358,46085.0,17.8,90.7,48.9,42.3,0.4,2.7,6.8
AR,London,1051.0,35.328,-93.2417,32390.0,30.3,74.8,94.9,0.4,0.7,0.9,1.4
AR,Lone Rock,4178.0,,,,,,,,,,
AR,Lowell,9215.0,36.2563,-94.1518,53676.0,12.2,82.6,77.8,0.9,1.4,2.7,24.7
AR,Magnolia,10339.0,33.2774,-93.2261,34163.0,31.7,84.3,53.9,41.9,0.4,1.2,2.2
AR,Manila,3064.0,35.8848,-90.1648,30114.0,32.6,80.7,96.4,0.5,0.3,0.1,2.9
AR,Marion,12440.0,35.2041,-90.2061,61669.0,10.9,89.3,68.1,28.0,0.4,1.5,2.0
AR,Mena,5339.0,34.581,-94.2374,28509.0,18.5,88.8,94.4,0.2,1.6,0.8,3.4
AR,Mississippi County,4178.0,,,,,,,,,,
AR,Mountain Pine,773.0,34.5693,-93.1726,31333.0,25.0,69.4,74.2,20.4,1.2,0.5,3.2
AR,Mulberry,1641.0,35.5102,-94.0734,27229.0,30.0,82.5,96.3,0.7,1.7,0.1,2.0
AR,North Little Rock,65911.0,34.7807,-92.2372,39591.0,26.1,87.9,54.0,39.7,0.4,0.9,5.7
AR,Ozark,3090.0,35.4995,-93.8431,31555.0,31.1,78.4,95.3,0.7,0.9,0.4,3.1
AR,Perryville,1436.0,35.012,-92.803,37137.0,14.0,85.8,96.9,0.2,0.5,0.1,1.7
AR,Pine Bluff,46850.0,34.2116,-92.0178,30719.0,32.1,84.8,21.8,75.6,0.2,0.6,1.5
AR,Pope County,4178.0,,,,,,,,,,
AR,Rector,1799.0,36.2642,-90.2936,33156.0,30.0,84.3,97.2,0.2,0.3,0.1,2.2
AR,Romance,4178.0,,,,,,,,,,
AR,Rose Bud,487.0,35.325,-92.0812,62222.0,15.9,78.6,90.0,0.0,0.2,0.2,7.1
AR,Russellville,34373.0,35.2763,-93.1383,35541.0,26.2,81.3,83.2,5.5,0.7,1.6,11.7
AR,Searcy County,4178.0,,,,,,,,,,
AR,Sheridan,4731.0,34.2996,-92.4225,45966.0,10.2,90.4,95.0,1.6,0.4,0.5,2.8
AR,Shirley,276.0,35.6442,-92.3137,25313.0,33.3,88.1,96.9,0.0,0.3,0.0,1.7
AR,Sims,4178.0,,,,,,,,,,
AR,Springdale,79599.0,36.1898,-94.1573,42319.0,23.3,71.7,64.7,1.8,1.0,2.0,35.4
AR,St. Francis County,4178.0,,,,,,,,,,
AR,Stone County,4178.0,,,,,,,,,,
AR,Strong,520.0,33.1079,-92.3598,19931.0,23.0,74.4,31.5,60.8,0.2,0.2,8.2
AR,Trumann,6951.0,35.6761,-90.5231,29303.0,26.4,77.2,90.3,6.7,0.4,0.3,2.7
AR,Van Buren,23509.0,35.448,-94.3529,39414.0,22.9,86.0,82.3,2.1,2.4,3.1,11.6
AR,Warren,5463.0,33.6113,-92.0678,28938.0,30.8,75.8,45.3,40.9,0.3,0.3,15.0
AR,West Memphis,24860.0,35.1531,-90.1995,30627.0,30.9,80.6,34.4,63.5,0.2,0.4,1.6
AR,Yellville,1159.0,36.2289,-92.686,29402.0,16.8,79.2,97.1,0.2,0.8,0.2,2.6
AZ,Ahwatukee,4178.0,,,,,,,,,,
AZ,Apache Junction,40538.0,33.3985,-111.5351,35671.0,24.0,85.5,89.5,1.2,1.1,0.8,14.4
AZ,Avondale,217192.0,33.3858,-112.3236,55100.0,18.6,79.0,58.1,9.3,1.7,3.5,50.3
AZ,Bisbee,5160.0,31.4126,-109.9178,31010.0,29.1,87.3,84.2,1.4,1.5,0.5,36.2
AZ,Buckeye,68453.0,33.4314,-112.6429,58939.0,14.8,84.3,65.7,7.1,1.8,1.8,38.3
AZ,Bullhead City,49531.0,35.1205,-114.546,35948.0,19.7,82.7,81.9,1.3,1.1,1.4,23.7
AZ,Casa Grande,58632.0,32.9068,-111.7624,44348.0,16.9,86.4,67.3,4.6,4.6,1.8,39.0
AZ,Chandler,253458.0,33.2827,-111.8517,72695.0,10.0,91.5,73.3,4.8,1.5,8.2,21.9
AZ,Chinle,5698.0,36.1504,-109.5793,41296.0,38.8,83.1,6.3,0.3,91.4,0.3,2.6
AZ,Clarkdale,4330.0,34.7501,-112.0549,46949.0,6.6,94.7,86.2,0.9,6.1,0.5,13.4
AZ,Cottonwood,12023.0,34.7194,-112.0015,39157.5,14.75,84.75,42.0,0.4,50.699999999999996,0.45,11.4
AZ,Douglas,16438.0,31.3602,-109.5394,27975.0,32.0,70.9,68.2,2.8,1.7,0.5,82.6
AZ,Eagar,6089.0,34.1058,-109.2956,50675.0,18.0,89.2,87.8,0.6,3.4,0.2,18.8
AZ,Ehrenberg,844.0,33.6174,-114.4883,37125.0,12.4,79.1,76.1,1.2,1.3,0.9,32.4
AZ,El Mirage,35216.0,33.5905,-112.3271,50326.0,19.9,82.8,60.9,6.6,1.4,1.6,47.6
AZ,Flagstaff,78628.0,35.1872,-111.6195,48680.0,24.2,91.3,73.4,1.9,11.7,1.9,18.4
AZ,Florence,16935.0,33.059,-111.4209,47891.0,16.8,75.6,63.4,6.3,14.4,0.9,31.2
AZ,Gilbert,242354.0,33.3103,-111.7463,82424.0,6.6,95.6,81.8,3.4,0.8,5.8,14.9
AZ,Glendale,246709.0,33.5797,-112.2258,46776.0,21.7,83.6,67.8,6.0,1.7,3.9,35.5
AZ,Globe,13198.0,33.3869,-110.7514,42405.0,19.8,83.0,79.6,0.9,5.7,1.1,36.8
AZ,Golden Shores,1294.0,34.7819,-114.4777,29118.0,7.4,77.9,94.2,0.3,1.0,0.3,7.7
AZ,Golden Valley,8694.0,35.206,-114.2327,33639.0,25.1,81.6,90.9,0.5,1.5,0.9,10.5
AZ,Goodyear,79858.0,33.2614,-112.3622,46342.0,30.450000000000003,85.05,38.7,3.8000000000000003,46.15,2.25,26.700000000000003
AZ,Grand Canyon Caverns,4178.0,,,,,,,,,,
AZ,Kearny,2095.0,33.0564,-110.9074,43563.0,21.2,87.7,83.2,0.5,0.8,0.4,41.6
AZ,Kingman,44212.0,35.217,-114.0105,43246.0,20.7,87.0,88.0,1.0,1.7,1.7,12.5
AZ,La Paz County,4178.0,,,,,,,,,,
AZ,Lake Havasu,4178.0,,,42847.0,13.8,88.5,90.1,0.7,1.0,1.0,12.1
AZ,Lake Havasu City,55341.0,34.5006,-114.3113,42847.0,13.8,88.5,90.1,0.7,1.0,1.0,12.1
AZ,Marana,44792.0,32.4355,-111.1558,74438.0,5.8,94.1,82.0,2.5,1.2,3.8,22.1
AZ,Maricopa,46741.0,33.0404,-112.0006,49861.0,24.55,80.4,35.75,5.0,47.1,2.0999999999999996,19.299999999999997
AZ,Mesa,496401.0,33.4017,-111.7181,39541.0,20.5,85.9,85.1,1.95,1.45,1.0,18.049999999999997
AZ,Morenci,1689.0,33.0531,-109.3307,65706.0,6.8,94.3,70.7,2.4,2.9,0.7,53.1
AZ,Parker,4730.0,34.0286,-114.2224,47701.5,13.2,87.2,69.55,0.85,10.450000000000001,0.8,23.75
AZ,Parks,1652.0,35.2939,-111.9771,55185.0,8.9,96.2,91.2,0.4,2.4,0.2,9.8
AZ,Paulden,5064.0,34.8899,-112.4938,42794.0,21.8,84.8,82.8,0.7,1.4,0.4,24.3
AZ,Peoria,168181.0,33.7844,-112.299,65314.0,9.2,92.4,82.2,3.4,1.0,3.2,18.6
AZ,Phoenix,4081849.0,33.5722,-112.0891,47326.0,23.1,80.7,65.9,6.5,2.2,3.2,40.8
AZ,Picture Rocks,8666.0,32.3274,-111.2558,55643.0,13.3,89.6,89.3,0.8,1.4,0.5,16.3
AZ,Pima,2513.0,32.8886,-109.8437,47277.0,22.5,87.8,87.4,0.4,0.6,0.1,20.9
AZ,Pima County,4178.0,,,,,,,,,,
AZ,Pinetop,4178.0,,,62850.0,0.0,97.2,91.1,0.2,2.7,1.1,10.2
AZ,Pinetop-Lakeside,4361.0,34.1486,-109.9658,58875.0,22.5,92.8,89.1,0.6,3.4,0.8,14.4
AZ,Prescott,42731.0,34.585,-112.4475,43708.5,16.85,90.19999999999999,90.1,0.75,1.15,1.2,12.649999999999999
AZ,Quartzsite,3357.0,33.6675,-114.217,29863.0,10.1,81.0,92.5,0.3,1.9,0.3,6.7
AZ,Red Valley,4178.0,,,,,,,,,,
AZ,Salt River Reservation,4178.0,,,,,,,,,,
AZ,San Manuel,3714.0,32.6091,-110.6415,43629.0,17.1,87.2,78.1,0.8,2.4,0.5,49.9
AZ,Scottsdale,249950.0,33.6872,-111.8651,73288.0,9.5,96.2,89.3,1.7,0.8,3.3,8.8
AZ,Sedona,6967.0,34.8574,-111.7951,55135.0,8.1,95.6,90.1,0.5,0.6,1.9,14.3
AZ,Show Low,10837.0,34.2671,-110.0384,42614.0,18.4,88.7,87.6,0.4,4.1,0.8,12.8
AZ,Sierra Vista,51571.0,31.563,-110.3153,55558.5,14.0,93.95,80.7,5.4,1.05,2.8499999999999996,18.549999999999997
AZ,Somerton,19168.0,32.6009,-114.699,31540.0,31.5,51.0,64.4,0.9,0.8,0.4,95.9
AZ,Sun City,39000.0,33.6165,-112.2819,40489.5,6.9,92.55,97.15,1.1,0.2,0.6499999999999999,2.0
AZ,Surprise,134085.0,33.68,-112.4524,59916.0,9.8,92.9,80.6,5.1,0.7,2.6,18.5
AZ,Tempe,185038.0,33.3881,-111.9318,49012.0,21.6,91.7,72.6,5.9,2.9,5.7,21.1
AZ,Three Points,5453.0,32.0596,-111.2865,36681.0,29.6,74.4,73.6,0.9,3.8,0.5,38.0
AZ,Tolleson,7205.0,33.4484,-112.2561,31388.0,29.3,62.4,50.1,6.6,1.9,0.9,80.1
AZ,Tonalea,335.0,36.3218,-110.9667,23750.0,18.7,65.8,0.2,0.0,97.6,0.0,1.1
AZ,Tucson,868391.0,32.1545,-110.8782,40534.0,20.65,86.15,74.85,3.3,2.4000000000000004,2.0,37.0
AZ,Tuscson,4178.0,,,,,,,,,,
AZ,Wilhoit,870.0,34.4083,-112.6156,34167.0,24.0,80.1,94.2,0.2,0.7,0.2,9.3
AZ,Winslow,9508.0,35.0252,-110.7098,28802.0,39.1,68.05,48.3,3.4000000000000004,34.75,0.5,25.099999999999998
AZ,Youngtown,6760.0,33.5846,-112.3047,38205.0,22.5,82.7,73.3,4.3,1.4,2.8,33.0
AZ,Yuma,138802.0,32.5991,-114.5488,43754.0,18.4,77.5,68.8,3.2,1.8,1.9,54.8
CA,Adelanto,34066.0,34.5815,-117.4397,33298.0,40.3,67.5,43.8,20.5,1.3,1.9,58.3
CA,Aguanga,830.0,33.4522,-116.8555,43505.0,7.0,81.1,82.4,1.0,1.8,2.1,24.3
CA,Alhambra,85396.0,34.084,-118.1355,84916.0,9.0,85.6,59.5,0.9,0.3,28.7,21.6
CA,Alpine,14795.0,32.8439,-116.7585,72275.0,6.1000000000000005,90.3,83.55,0.6,9.15,1.55,9.95
CA,Anaheim,352497.0,33.839,-117.8573,60752.0,16.5,75.8,52.7,2.8,0.8,14.8,52.8
CA,Anderson,10370.0,40.451,-122.2962,32536.0,24.6,85.0,83.3,0.7,4.3,2.6,10.8
CA,Antelope,47728.0,38.7153,-121.361,63607.0,13.0,91.2,63.8,8.8,0.9,13.3,14.5
CA,Antioch,302885.0,37.9789,-121.7957,64329.0,15.4,86.9,48.9,17.3,0.9,10.5,31.7
CA,Apple Valley,73077.0,34.5328,-117.2104,47938.0,20.6,86.0,69.1,9.1,1.1,2.9,29.2
CA,Arcata,33806.0,40.8615,-124.0757,29435.0,41.3,91.9,81.8,2.0,2.3,2.6,11.6
CA,Artesia,16904.0,33.8676,-118.0806,60749.0,12.4,76.9,39.0,3.6,0.6,37.1,35.8
CA,Ashland,24477.0,37.6942,-122.1159,45621.0,18.4,76.6,30.6,19.5,1.1,18.4,42.8
CA,Atascadero,30418.0,35.4827,-120.6858,66607.0,11.0,92.6,86.4,2.1,1.0,2.4,15.6
CA,Atwater,29397.0,37.3543,-120.5981,41414.0,26.2,72.5,65.4,4.3,1.3,5.0,52.6
CA,Auburn,34818.0,38.895,-121.0777,77429.5,7.4,95.4,91.05,0.5,0.9,1.4500000000000002,8.05
CA,Avenal,12425.0,36.0312,-120.116,32432.0,36.4,48.8,39.0,10.5,1.2,0.7,71.8
CA,Azusa,49864.0,34.1386,-117.9124,53135.0,17.6,77.7,57.6,3.2,1.2,8.7,67.6
CA,Bakersfield,574362.0,35.353,-119.0359,57095.0,19.8,79.6,56.8,8.2,1.5,6.2,45.5
CA,Baldwin Hills,4178.0,,,,,,,,,,
CA,Banning,31230.0,33.9461,-116.8991,40405.0,21.2,80.0,64.7,7.3,2.2,5.2,41.1
CA,Barona Indian Reservation,4178.0,,,,,,,,,,
CA,Barstow,30606.0,34.8661,-117.0472,39632.0,33.7,79.8,52.3,14.6,2.1,3.2,42.8
CA,Bassett,4178.0,,,,,,,,,,
CA,Beaumont,46967.0,33.907,-116.9762,64830.0,11.8,86.8,62.8,6.2,1.5,7.7,40.3
CA,Bell,35811.0,33.9801,-118.1798,37882.0,27.7,47.4,53.8,0.9,0.9,0.7,93.1
CA,Bell Gardens,42747.0,33.9663,-118.155,37882.0,28.1,44.3,49.5,0.9,1.1,0.6,95.7
CA,Bellflower,77772.0,33.888,-118.1271,48823.0,17.9,77.6,42.2,14.0,1.0,11.6,52.3
CA,Big Sur,4178.0,,,,,,,,,,
CA,Boulder Creek,4359.0,37.1341,-122.1271,79964.0,10.9,93.5,90.0,1.1,0.6,1.6,7.4
CA,Boyle Heights,4178.0,,,,,,,,,,
CA,Brawley,26472.0,32.9783,-115.5288,37637.0,25.2,70.4,54.4,2.0,1.0,1.4,81.5
CA,Brea,42777.0,33.9254,-117.8654,83717.0,7.1,92.1,67.1,1.4,0.5,18.2,25.0
CA,Burbank,104834.0,34.1879,-118.3235,65774.0,11.55,86.85,66.75,2.6,0.9,9.65,37.7
CA,Butte County,4178.0,,,,,,,,,,
CA,Byron,1480.0,37.8756,-121.6421,74583.0,3.6,73.0,71.3,4.8,0.9,0.3,39.4
CA,Cabazon,3928.0,33.9127,-116.7828,35833.0,30.7,74.1,69.1,5.3,3.6,1.5,44.8
CA,Calabasas,24202.0,34.1375,-118.6689,106050.0,7.9,97.0,83.9,1.6,0.2,8.6,6.4
CA,Calaveras County,4178.0,,,,,,,,,,
CA,Calexico,40351.0,32.6849,-115.4944,34742.0,27.4,56.6,60.0,0.3,0.5,1.3,96.8
CA,Calimesa,8817.0,33.9874,-117.0542,46025.0,14.8,88.3,86.0,1.1,1.3,1.3,22.4
CA,Camarillo,74682.0,34.223,-119.0322,88152.0,6.4,92.2,75.1,1.9,0.6,10.2,22.9
CA,Campo,2971.0,32.6394,-116.4745,57521.0,26.8,75.8,77.6,4.2,3.4,1.2,29.6
CA,Carmichael,65091.0,38.6337,-121.323,54322.0,16.6,93.4,80.6,4.8,0.9,4.3,11.7
CA,Carson,92735.0,33.8374,-118.2559,72421.0,10.9,79.6,23.8,23.8,0.6,25.6,38.6
CA,Castaic,19299.0,34.4818,-118.6317,104427.0,6.8,91.9,71.6,3.3,0.6,11.4,24.8
CA,Cathedral City,54596.0,33.8363,-116.4642,39872.0,23.1,75.3,63.5,2.6,1.1,5.0,58.8
CA,Ceres,48697.0,37.5953,-120.9625,47858.0,17.9,67.9,57.7,2.6,1.3,6.8,56.0
CA,Cerritos,51020.0,33.8677,-118.0686,90321.0,4.8,91.7,23.1,6.9,0.3,61.9,12.0
CA,Charleston View,4178.0,,,,,,,,,,
CA,Chatsworth,4178.0,,,,,,,,,,
CA,Chico,106268.0,39.7575,-121.8152,42342.0,24.9,92.0,80.8,2.1,1.4,4.2,15.4
CA,Chino,89797.0,33.9836,-117.6654,84893.0,9.05,85.45,53.599999999999994,5.4,0.75,20.4,41.45
CA,Chino Hills,80374.0,33.9507,-117.7253,96914.0,6.5,93.2,50.8,4.6,0.5,30.3,29.1
